"t","occupancy_rate","avg_queue_length","avg_traffic_level","avg_is_special_day","avg_vehicle_type_weight","demand","price","time","diff"
"2016-10-05T00:00:00.000000000","0.5148769845105523","4.724315747719159","0.967869892899643","0.02380007933359778","1.523205077350258","3.453790114220985","11.726895057110493","1751816171342","1"
"2016-10-06T00:00:00.000000000","0.5191537204759983","5.319317731059104","0.8806029353431178","0.02380007933359778","1.4537881792939311","3.761121193700909","11.880560596850454","1751816171672","1"
"2016-10-07T00:00:00.000000000","0.5009516355548546","4.918683062276874","0.9996033320111067","0.039666798889329634","1.4974216580721935","3.5180083590772666","11.759004179538634","1751816172020","1"
"2016-10-08T00:00:00.000000000","0.4547356940091829","4.8353827846092825","1.0472034906783023","0.039666798889329634","1.5212217374057915","3.4158622310976403","11.70793111554882","1751816172358","1"
"2016-10-09T00:00:00.000000000","0.3250962080184597","5.156683855612852","0.9956366521221738","0.05156683855612852","1.4875049583498612","3.4738467038534453","11.736923351926723","1751816172704","1"
"2016-10-10T00:00:00.000000000","0.23392015259789462","4.8829829432764775","1.0551368504561682","0.04760015866719556","1.4974216580721935","3.206153393375364","11.603076696687681","1751816173036","1"
"2016-10-11T00:00:00.000000000","0.45783323745698856","5.152717175723919","0.9996033320111067","0.05950019833399445","1.445854819516065","3.580403646025017","11.79020182301251","1751816173376","1"
"2016-10-12T00:00:00.000000000","0.5139647789780382","5.025783419278064","1.059103530345101","0.03570011900039667","1.4775882586275288","3.521104802778118","11.76055240138906","1751816173730","1"
"2016-10-13T00:00:00.000000000","0.5053223113854375","5.184450614835383","1.082903609678699","0.05156683855612852","1.4775882586275288","3.5989359567642554","11.799467978382127","1751816174074","1"
"2016-10-14T00:00:00.000000000","0.49933240893209907","5.013883379611266","0.9916699722332408","0.039666798889329634","1.4894882982943276","3.56319595514392","11.781597977571959","1751816174406","1"
"2016-10-15T00:00:00.000000000","0.454453874413772","4.57754859182864","1.0511701705672352","0.027766759222530742","1.4994049980166602","3.2485831881781517","11.624291594089076","1751816174742","1"
"2016-10-16T00:00:00.000000000","0.3285695109268132","5.025783419278064","0.9401031336771123","0.06743355811186037","1.4815549385164617","3.4697833149728265","11.734891657486413","1751816175112","1"
"2016-10-17T00:00:00.000000000","0.3508777567951278","4.692582308607696","0.9242364141213805","0.05950019833399445","1.4875049583498612","3.32945768539489","11.664728842697444","1751816175450","1"
"2016-10-18T00:00:00.000000000","0.46808504326548817","5.037683458944863","1.0392701309004364","0.04760015866719556","1.4676715589051963","3.5049751662325646","11.752487583116283","1751816175796","1"
"2016-10-19T00:00:00.000000000","0.5218507834461148","4.890916303054343","0.9837366124553749","0.05156683855612852","1.5212217374057915","3.5730209540133497","11.786510477006676","1751816176154","1"
"2016-10-20T00:00:00.000000000","0.5260978541909912","4.934549781832606","0.85680285600952","0.04760015866719556","1.5212217374057915","3.681988373826057","11.84099418691303","1751816176522","1"
"2016-10-23T00:00:00.000000000","0.30467664785974086","4.839349464498215","1.0154700515668387","0.05950019833399445","1.4974216580721935","3.300709967970808","11.650354983985403","1751816176860","1"
"2016-10-24T00:00:00.000000000","0.26529853965535444","4.736215787385958","1.0511701705672352","0.027766759222530742","1.503371677905593","3.141934795109539","11.570967397554769","1751816177184","1"
"2016-10-25T00:00:00.000000000","0.44382630914472454","4.974216580721936","0.9758032526775089","0.039666798889329634","1.4795715985719953","3.491029799823027","11.745514899911514","1751816177526","1"
"2016-10-26T00:00:00.000000000","0.4881733417945135","4.68464894882983","1.0154700515668387","0.03173343911146371","1.4775882586275288","3.3493395456818593","11.674669772840929","1751816177876","1"
"2016-10-27T00:00:00.000000000","0.5064965596996496","5.279650932169774","1.0313367711225705","0.0436334787782626","1.5271717572391907","3.711573909957484","11.855786954978742","1751816178214","1"
"2016-10-28T00:00:00.000000000","0.526453836837826","4.970249900833003","0.9123363744545815","0.03570011900039667","1.5093216977389925","3.63395086182791","11.816975430913955","1751816178550","1"
"2016-10-29T00:00:00.000000000","0.47355086015543096","4.918683062276874","1.0075366917889728","0.06346687822292742","1.4835382784609283","3.50964764714472","11.75482382357236","1751816178898","1"
"2016-10-30T00:00:00.000000000","0.3729041830680315","5.053550178500595","0.9480364934549782","0.027766759222530742","1.5013883379611266","3.4788145361025418","11.73940726805127","1751816179258","1"
"2016-10-31T00:00:00.000000000","0.2588414099780453","5.085283617612059","0.979769932566442","0.0436334787782626","1.5370884569615233","3.410765249724178","11.70538262486209","1751816179588","1"
"2016-11-01T00:00:00.000000000","0.46520504476852603","5.14081713605712","1.0234034113447046","0.03570011900039667","1.5132883776279256","3.583412105458729","11.791706052729364","1751816179974","1"
"2016-11-02T00:00:00.000000000","0.47997090830702815","5.176517255057517","1.0273700912336374","0.06346687822292742","1.5093216977389925","3.651728147497825","11.825864073748912","1751816180328","1"
"2016-11-03T00:00:00.000000000","0.49111019863090066","4.319714399047997","1.0035700119000397","0.03570011900039667","1.5271717572391907","3.223755974116819","11.61187798705841","1751816180664","1"
"2016-11-04T00:00:00.000000000","0.49652162928313254","5.120983736612455","0.9599365331217771","0.039666798889329634","1.4994049980166602","3.644082121151439","11.82204106057572","1751816181052","1"
"2016-11-05T00:00:00.000000000","0.4438881116875778","5.109083696945657","0.9916699722332408","0.027766759222530742","1.5271717572391907","3.567648524222286","11.783824262111143","1751816181394","1"
"2016-11-06T00:00:00.000000000","0.2998090795846177","4.938516461721539","1.0353034510115033","0.06346687822292742","1.5132883776279256","3.350185914174067","11.675092957087033","1751816181742","1"
"2016-11-07T00:00:00.000000000","0.2436824822669964","4.902816342721143","1.082903609678699","0.039666798889329634","1.4795715985719953","3.180215604044069","11.590107802022034","1751816182116","1"
"2016-11-08T00:00:00.000000000","0.4671184514952631","4.9067830226100755","1.0115033716779056","0.05950019833399445","1.507338357794526","3.5075785863623796","11.753789293181189","1751816182534","1"
"2016-11-09T00:00:00.000000000","0.5228099589111974","4.938516461721539","1.0392701309004364","0.0436334787782626","1.4736215787385958","3.508926579299932","11.754463289649966","1751816182898","1"
"2016-11-10T00:00:00.000000000","0.5072826880447431","5.057516858389528","1.0353034510115033","0.039666798889329634","1.4875049583498612","3.560832866545338","11.78041643327267","1751816183250","1"
"2016-11-11T00:00:00.000000000","0.5106274416639618","4.668782229274098","0.9123363744545815","0.039666798889329634","1.4835382784609283","3.452713915285541","11.726356957642771","1751816183582","1"
"2016-11-12T00:00:00.000000000","0.4469362131011008","5.267750892502975","1.1424038080126935","0.05156683855612852","1.5093216977389925","3.56593660976909","11.782968304884545","1751816183914","1"
"2016-11-13T00:00:00.000000000","0.33141737210149164","4.843316144387148","0.967869892899643","0.03173343911146371","1.548988496628322","3.362357475235169","11.681178737617584","1751816184276","1"
"2016-11-14T00:00:00.000000000","0.246097725641702","5.259817532725109","0.9996033320111067","0.05156683855612852","1.4756049186830622","3.4341183523771246","11.717059176188563","1751816184614","1"
"2016-11-15T00:00:00.000000000","0.45819416430725163","5.001983339944466","0.9282030940103134","0.06743355811186037","1.5013883379611266","3.6117046760089577","11.80585233800448","1751816184952","1"
"2016-11-16T00:00:00.000000000","0.5098882832514368","4.922649742165808","0.9837366124553749","0.03570011900039667","1.5450218167393892","3.5721651575076847","11.786082578753842","1751816185298","1"
"2016-11-17T00:00:00.000000000","0.5217024573432669","4.96628322094407","1.0313367711225705","0.0436334787782626","1.4676715589051963","3.522495793321054","11.761247896660526","1751816185658","1"
"2016-11-18T00:00:00.000000000","0.5281299218000065","5.275684252280841","1.1067036890122968","0.06743355811186037","1.461721539071797","3.6618070340570474","11.830903517028524","1751816185994","1"
"2016-11-19T00:00:00.000000000","0.4511017044894109","4.839349464498215","0.9996033320111067","0.05950019833399445","1.4835382784609283","3.4471350246004784","11.723567512300239","1751816186334","1"
"2016-11-20T00:00:00.000000000","0.37695348567577747","5.097183657278857","1.0115033716779056","0.0436334787782626","1.5013883379611266","3.4840538426769676","11.742026921338484","1751816186664","1"
"2016-11-21T00:00:00.000000000","0.33253970627970697","4.902816342721143","0.9916699722332408","0.05156683855612852","1.5132883776279256","3.377759857013543","11.688879928506772","1751816187006","1"
"2016-11-22T00:00:00.000000000","0.4859039524209416","5.279650932169774","1.0194367314557715","0.055533518445061485","1.5351051170170567","3.7235080777680265","11.861754038884014","1751816187354","1"
"2016-11-23T00:00:00.000000000","0.5147162978991339","4.795715985719952","0.8806029353431178","0.027766759222530742","1.5271717572391907","3.559539780644076","11.779769890322038","1751816187692","1"
"2016-11-24T00:00:00.000000000","0.5328194987517123","4.998016660055534","1.0511701705672352","0.055533518445061485","1.5013883379611266","3.5804196574189087","11.790209828709454","1751816188030","1"
"2016-11-25T00:00:00.000000000","0.5086472881909432","4.950416501388338","0.9837366124553749","0.0436334787782626","1.4795715985719953","3.5443474071913394","11.77217370359567","1751816188370","1"
"2016-11-26T00:00:00.000000000","0.49891215164069685","4.779849266164221","1.0749702499008331","0.07140023800079334","1.4736215787385958","3.4223552297842907","11.711177614892145","1751816188726","1"
"2016-11-27T00:00:00.000000000","0.44506730420521806","5.057516858389528","1.078936929789766","0.039666798889329634","1.5251884172947243","3.49822081471692","11.74911040735846","1751816189054","1"
